points_ratio,email_send,email_open_rate,email_click_rate,email_forward_rate,rest_loc_bar,rest_loc_Merch,rest_loc_Open,rest_loc_Patio,rest_loc_Rest,rest_loc_rm_serv,rest_loc_Take_out,rest_loc_cafe,rest_loc_unkn,time_breakfast,time_dinner,time_late_nite,time_lunch,time_unknown,disc_app,disc_beverage,disc_dessert,disc_employee,disc_food,disc_other,disc_ribs,disc_sandwich,disc_ticket,disc_type_bogo,disc_type_comp,disc_type_dolfood,disc_type_empl,disc_type_free,disc_type_other,disc_type_pctfood,disc_chan_advo,disc_chan_comp,disc_chan_demo,disc_chan_empl,disc_chan_entbk,disc_chan_gmms,disc_chan_gps,disc_chan_laten,disc_chan_local,disc_chan_other,disc_chan_part,disc_chan_smart,disc_chan_valc,disc_chan_value,disc_pct_tot,disc_pct_trans,items_tot_distinct,items_tot,net_amt_p_item,checks_tot,net_sales_p_chck,net_sales_tot,fd_cat_alcoh,fd_cat_app,fd_cat_bev,fd_cat_brunc,fd_cat_buffe,fd_cat_burg,fd_cat_combo,fd_cat_dess,fd_cat_drink,fd_cat_h_ent,fd_cat_kids,fd_cat_l_ent,fd_cat_other,fd_cat_side,fd_cat_soupsal,fd_cat_steak,days_between_trans,tenure_day,age,guests_last_12mo,customer_number
15.862068,56,0.125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4081,1,3,4,3.625,1,14.5,14.5,0,0,0,0,0,0,0,0,0,0,0.2,0.408275,0,0,0.391724,0,0,1271,25,2.3,3958
0,47,0.106382979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4295,1,4,4,5,1,20,20,0,0.370085,0,0,0,0.216051,0,0,0,0,0,0,0.189298,0,0.224564,0,0,1271,61,2.3,3959
1.515151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6.692,1,33.46,33.46,0,0.089659,0.160789,0,0,0.292588,0,0,0,0.456963,0,0,0,0,0,0,0,1271,50,2.3,3960
0,67,0.298507463,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3316,1,6,7,6.62,1,23.36,23.36,0,0.105308,0.162671,0,0,0,0,0,0,0.400256,0,0,0,0,0.331763,0,0,1271,32,2.3,3961
0,54,0.037037037,0.018518519,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4.49,1,35.92,35.92,0,0.508908,0.224665,0,0,0,0,0,0,0,0,0,0,0.266425,0,0,0,1270,49,0,3962
0,49,0.244897959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6.995,1,13.99,13.99,0.214438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785561,0,1269,32,1.15,3963
0,74,0.256756757,0.013513514,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8.38,1,50.28,50.28,0.293873,0.129802,0,0,0,0.154032,0,0,0,0,0.084804,0,0.129802,0,0,0.207684,0,1268,25,6.9,3964
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4.79,1,28.74,28.74,0,0,0.270354,0,0,0,0,0,0,0,0,0.729645,0,0,0,0,0,1266,59,3.45,3965
0,16,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,7.569047,2,79.475,158.95,0.387141,0.164228,0.056979,0,0,0.061544,0,0,0,0.125838,0.049939,0,0.125783,0,0.028544,0,13,1266,38,5.75,3966
0,31,0.096774194,0.032258065,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5.54,1,11.08,11.08,0,0,0.251805,0,0,0.748194,0,0,0,0,0,0,0,0,0,0,0,1266,0,2.3,3967
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2033,1,5,9,4.352222,1,39.17,39.17,0.465296,0,0,0,0,0.224893,0,0,0,0.298953,0,0,0.010856,0,0,0,0,1265,62,2.3,3968
0,54,0.037037037,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1339,0.5,10,13,9.353846,2,60.8,121.6,0.12319,0.238486,0.065542,0,0,0,0,0,0,0.406743,0,0,0,0,0,0.166036,49,1265,23,8.05,3969
0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6.09,1,30.45,30.45,0,0,0.170114,0,0,0.272249,0,0,0,0.328078,0,0.229556,0,0,0,0,0,1265,49,3.45,3970
1.860465,80,0.25,0.075,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8.636,1,43.18,43.18,0.490504,0.509495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,42,1.15,3971
0,20,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1296,1,6,6,7.498333,1,44.99,44.99,0,0.336484,0.056114,0,0,0.105993,0,0,0,0,0,0.406275,0.095132,0,0,0,0,1263,0,4.6,3972
6,48,0.520833333,0.104166667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2392,1,6,8,3.73125,1,29.85,29.85,0,0.142043,0.122613,0,0,0.443886,0,0,0,0,0,0,0.013735,0,0.277721,0,0,1263,43,3.45,3973
0,55,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7.876,2,19.69,39.38,0,0.391285,0.11802,0,0,0,0,0,0,0.323604,0,0,0.167089,0,0,0,0,1262,50,1.15,3974
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8.636,1,43.18,43.18,0,0,0,0,0,0.226956,0,0,0,0.65308,0,0,0,0.119962,0,0,0,1261,37,3.45,3975
1.470588,34,0.129032258,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3196,1,8,12,5.646666,1,67.76,67.76,0,0.455072,0.096066,0,0,0.089855,0,0,0,0.294271,0,0,0.064734,0,0,0,0,1260,45,5.75,3976
0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,7.134117,5,48.512,242.56,0.164783,0.113291,0.106076,0,0,0,0,0,0,0.130235,0,0,0.012656,0,0.241012,0.231942,47,1259,0,14.95,3977
0,57,0.351851852,0.018518519,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4.952857,1,34.67,34.67,0,0.17306,0.149408,0,0,0,0,0,0,0.317277,0,0,0.028554,0,0,0.331698,0,1259,43,5.75,3978
0,33,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.1125,0.5,16,19,6.923157,4,32.885,131.54,0.065816,0.150143,0.088523,0,0,0,0,0,0,0.500946,0.036939,0.137227,0.020403,0,0,0,38,1258,0,13.8,3979
0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804,1,3,3,8.573333,1,25.72,25.72,0.213452,0.300544,0,0,0,0,0,0,0,0.486003,0,0,0,0,0,0,0,1258,44,1.15,3980
1.282051,51,0.254901961,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18,0.5,8,14,5.55,2,38.85,77.7,0,0.309009,0.215444,0,0,0.264864,0,0,0,0.178507,0,0,0,0,0.032175,0,55,1258,24,2.3,3981
3.291639,79,0.126582278,0.012658228,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15.19,1,45.57,45.57,0,0.188501,0,0,0,0,0,0,0,0,0,0,0.350888,0,0,0.46061,0,1257,42,2.3,3982
0,36,0.055555556,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,6.290606,2,103.795,207.59,0,0.077797,0.141577,0,0,0.216243,0,0,0,0.31119,0.038441,0.089117,0.004817,0.012958,0.107856,0,80,1257,0,18.4,3983
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0964,0.5,7,7,8.535714,2,29.875,59.75,0.070272,0.230446,0,0,0,0,0,0,0,0.265657,0,0,0.104734,0,0.038357,0.29053,29,1255,61,2.3,3984
6.818181,18,0.055555556,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3199,1,5,5,4.456,1,22.28,22.28,0,0.430509,0,0,0,0,0,0,0,0.229189,0.157315,0,0.182984,0,0,0,0,1255,36,6.9,3985
7.894736,62,0.451612903,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,2,3,6.29,1,18.87,18.87,0,0.881822,0.118177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,28,0,3986
0,51,0.039215686,0.019607843,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5051,1,4,4,5.045,1,20.18,20.18,0,0.49554,0.281466,0,0,0,0,0,0,0,0.222993,0,0,0,0,0,0,1255,0,2.3,3987
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,6.04,3,23.1933,69.58,0,0.143575,0.065679,0,0,0.387611,0,0,0,0.176631,0.068841,0,0.014228,0,0.143432,0,27,1254,57,5.75,3988
0,56,0.428571429,0.053571429,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1649,1,12,14,8.516428,2,59.615,119.23,0,0.574023,0.021434,0,0,0,0,0,0,0.210199,0.071553,0,0.04996,0,0,0.072828,14,1254,52,10.35,3989
0,57,0.035087719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12.692,1,63.46,63.46,0.162149,0,0.062874,0,0,0,0,0,0,0.387488,0,0,0.009297,0,0,0.37819,0,1253,27,2.3,3990
0,42,0.428571429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.3,1,10.3,10.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,64,0,3991
0,58,0.879310345,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2778,1,5,5,5.718,1,28.59,28.59,0,0.218258,0.090591,0,0,0,0,0,0,0.583071,0,0,0,0,0.108079,0,0,1253,25,2.3,3992
0,81,0.148148148,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.258,1,4,4,7.245,1,28.98,28.98,0.355072,0.380607,0,0,0,0,0,0,0,0.26432,0,0,0,0,0,0,0,1252,29,1.15,3993
0,53,0.037735849,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0827,0.5,9,10,9.752,2,48.76,97.52,0.21291,0.159658,0.037237,0,0,0,0,0,0,0.183041,0,0,0.041854,0,0,0.365297,59,1251,0,5.75,3994
0,46,0.02173913,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8.264285,2,28.925,57.85,0,0.867415,0.132584,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1251,48,3.45,3995
0.625,87,0.172413793,0.011494253,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8.2,1,57.4,57.4,0.289193,0.584474,0,0,0,0,0,0,0,0,0,0,0.126331,0,0,0,0,1251,51,0,3996
1.010101,35,0.428571429,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5,8,8,8.22875,3,21.9433,65.83,0.186487,0.09599,0,0,0,0,0,0,0,0.318319,0,0.091183,0.106976,0,0,0.201043,73,1251,22,11.5,3997
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5.93,2,32.615,65.23,0,0.232857,0.083379,0,0,0,0,0,0,0,0.164426,0,0.132611,0,0.122051,0.264673,81,1251,53,4.6,3998
3.125,66,0.03030303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3.4925,1,13.97,13.97,0.400143,0,0,0,0,0,0,0,0,0.408732,0.191123,0,0,0,0,0,0,1249,26,4.6,3999
0,18,0.055555556,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.337,1,7,8,5.875,1,47,47,0.501773,0.177304,0,0,0,0,0,0,0,0.291489,0,0,0,0.029432,0,0,0,1248,28,3.45,4000
0,73,0.04109589,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1279,1,8,9,11.323333,2,50.955,101.91,0.328727,0,0,0,0,0.099,0,0,0,0.19809,0,0,0,0.027181,0.045363,0.301636,62,1245,0,2.3,4001
0,84,0.166666667,0,0,0,0,0,0,1,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893,0.333333333,18,25,5.3392,3,44.4933,133.48,0.103799,0.24628,0.107535,0,0,0,0,0,0,0.059788,0,0.248771,0.083246,0.049615,0.100961,0,80,1244,81,5.75,4002
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1943,1,4,6,5.528333,1,33.17,33.17,0,0,0.333735,0,0,0.666264,0,0,0,0,0,0,0,0,0,0,0,1243,67,3.45,4003
0.54054,55,0.563636364,0.054545455,0,0,0,0,0,1,0,0,0,0,0,0.857142857,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3277,1,17,27,4.638518,7,17.8914,125.24,0,0.017246,0.166001,0,0,0.109869,0,0,0,0.181172,0,0.061961,0.011817,0.018364,0.158495,0.275071,33,1243,54,13.8,4004
0,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,6.9652,2,83.585,167.17,0.362664,0.277403,0.005753,0,0,0.12019,0,0,0,0.167267,0.055678,0,0.011042,0,0,0,102,1243,0,4.6,4005
0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2633,1,16,28,5.574642,4,39.0225,156.09,0.144223,0.155395,0.100724,0,0,0.154147,0,0,0,0.178571,0.053363,0,0.024364,0,0.189208,0,54,1242,34,10.35,4006
0.551724,56,0.5,0.107142857,0,0.8,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1332,0.4,16,25,5.7968,5,28.984,144.92,0.27588,0.384871,0.037219,0,0,0.081376,0,0,0,0.095984,0,0.044823,0,0,0,0.079842,56,1242,49,6.9,4007
0,77,0.350649351,0.012987013,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6.773333,1,40.64,40.64,0,0,0.19119,0,0,0,0,0,0,0.686023,0.122785,0,0,0,0,0,0,1242,37,3.45,4008
0,21,0.047619048,0,0,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1176,0.333333333,7,13,6.664615,3,26.25,78.75,0.475322,0.179293,0,0,0,0,0,0,0,0,0,0.198889,0,0,0.146494,0,85,1241,57,4.6,4009
0,68,0.161764706,0.029411765,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2361,1,7,7,4.482857,1,31.38,31.38,0,0.149132,0.107375,0,0,0.211225,0,0,0,0,0.182212,0.200921,0.149132,0,0,0,0,1241,35,4.6,4010
0,59,0.06779661,0.016949153,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2065,1,7,14,7.127857,1,53.39,53.39,0.295366,0.10467,0,0,0,0,0,0,0,0.179804,0,0,0.10467,0.077533,0,0.237954,0,1239,54,2.3,4011
0,21,0.047619048,0.095238095,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,7.556,1,141.13,141.13,0.322681,0.069368,0.060724,0,0,0.072202,0,0,0,0.297385,0.028271,0,0.003542,0,0.067951,0.077871,0,1239,60,8.05,4012
0,94,0.021276596,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11.13,1,55.65,55.65,0.089667,0.233423,0.048337,0,0,0,0,0,0,0.269362,0,0,0,0,0,0.359209,0,1239,25,3.45,4013
0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6.99,2,6.99,13.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1238,35,2.3,4014
0,50,0.32,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8.115,2,16.23,32.46,0,0.837338,0.162661,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1238,48,2.3,4015
0,64,0.046875,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,16.39,1,49.17,49.17,0,0.260117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739882,0,1237,49,8.05,4016
0,48,0.1875,0.041666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3381,1,3,4,4.6925,1,18.77,18.77,0,0,0.189664,0,0,0,0,0,0,0.810335,0,0,0,0,0,0,0,1236,32,2.3,4017
0,89,0.101123596,0.08988764,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498,0.333333333,5,5,7.632,3,12.72,38.16,0,0,0,0,0,0.298507,0,0,0,0,0,0.467661,0,0,0.23383,0,77,1235,-18,4.6,4018
0,56,0.160714286,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10.49,1,20.98,20.98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1234,25,2.3,4019
0,58,0.137931034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0826,1,7,9,6.646666,1,59.82,59.82,0,0.671013,0.149949,0,0,0,0,0,0,0.162487,0.016549,0,0,0,0,0,0,1233,31,5.75,4020
0,47,0.234042553,0.106382979,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3003,1,5,7,6.348571,2,22.22,44.44,0,0,0.134788,0,0,0.175292,0,0,0,0.193069,0,0,0,0,0,0.496849,69,1231,61,4.6,4021
1.289213,62,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8.124,2,60.93,121.86,0.50308,0.111333,0,0,0,0,0,0,0,0,0,0.211311,0,0,0.079343,0.09493,18,1231,57,16.1,4022
0,73,0.02739726,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,10.59,1,21.18,21.18,0.344192,0,0,0,0,0,0,0,0,0.655807,0,0,0,0,0,0,0,1231,42,4.6,4023
0,0,0,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2468,0.333333333,9,17,5.142941,3,20.75,62.25,0,0.111352,0.153405,0,0,0,0,0,0,0.124185,0,0,0.146791,0,0.025765,0.438499,46,1231,77,6.9,4024
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11.02,1,33.06,33.06,0.264972,0,0,0,0,0,0,0,0,0,0,0.341802,0,0,0.393224,0,0,1230,44,2.3,4025
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3662,1,2,2,5,1,10,10,0,0.475,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,1230,0,6.9,4026
1.381578,50,0.041666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,7.097142,3,33.12,99.36,0,0.259359,0.153482,0,0,0,0,0,0,0.542069,0,0,0.004931,0.040157,0,0,63,1229,29,4.6,4027
0,64,0.765625,0.015625,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8.86375,2,35.455,70.91,0.257227,0,0,0,0,0,0,0,0,0.376392,0,0.112678,0,0,0,0.253701,76,1229,65,4.6,4028
